system:index,precipitation
19810101,0.0
19810102,0.0
19810103,0.0
19810104,0.0
19810105,0.0
19810106,0.0
19810107,0.0
19810108,0.0038429778300753835
19810109,0.0
19810110,0.0
19810111,0.0
19810112,4.66657167635494
19810113,0.0
19810114,0.0
19810115,0.0
19810116,0.0
19810117,0.7081789829901199
19810118,0.0
19810119,0.0
19810120,0.0
19810121,0.0
19810122,0.0
19810123,0.0
19810124,0.0
19810125,0.0
19810126,0.0
19810127,0.0
19810128,0.0
19810129,15.375675328782798
19810130,0.4983265524320365
19810131,14.380820587640294
19810201,14.434258836885503
19810202,0.28113379806010586
19810203,1.2324650381091942
19810204,6.552113709475984
19810205,18.32609859014238
19810206,19.19774892006885
19810207,9.624545605382783
19810208,0.0
19810209,0.0
19810210,25.299471462351367
19810211,14.274606314396861
19810212,15.5807305376751
19810213,0.27471327026084924
19810214,10.223606614791171
19810215,1.2055222482256465
19810216,0.0
19810217,0.0
19810218,0.0
19810219,30.076784046420435
19810220,8.903091083326546
19810221,21.467938105536454
19810222,4.516450409365908
19810223,0.9010868915310436
19810224,0.0
19810225,0.0
19810226,0.0
19810227,0.0
19810228,0.0
19810301,0.0
19810302,0.0
19810303,1.3863812738908814
19810304,0.0
19810305,1.4596315758089085
19810306,7.345594833436866
19810307,0.0
19810308,0.0
19810309,0.0
19810310,0.0
19810311,0.0
19810312,0.29470480242487657
19810313,0.0
19810314,0.0
19810315,0.0
19810316,0.0
19810317,0.030515679268091435
19810318,1.7976419767207434
19810319,0.0
19810320,0.0
19810321,1.361642045394714
19810322,0.0
19810323,0.0
19810324,0.14096103274763122
19810325,2.4897051866192776
19810326,0.0792223262608666
19810327,0.0
19810328,0.0
19810329,0.0
19810330,0.26945485996618307
19810331,27.7097955307194
19810401,1.2031582525149864
19810402,61.749605604197775
19810403,29.599486177444795
19810404,10.529271218739646
19810405,0.0
19810406,0.0
19810407,0.0
19810408,0.0
19810409,0.0
19810410,0.0
19810411,0.0
19810412,0.0
19810413,0.0
19810414,0.0
19810415,0.0
19810416,0.0
19810417,0.0
19810418,0.0
19810419,0.0
19810420,0.0
19810421,0.0
19810422,0.0
19810423,0.0
19810424,0.0
19810425,0.0
19810426,0.0
19810427,0.0
19810428,0.9070052412066991
19810429,0.0
19810430,0.0
19810501,0.0
19810502,0.0
19810503,0.0
19810504,0.0
19810505,0.0
19810506,1.1382894067121858
19810507,0.37297389470379294
19810508,0.0
19810509,0.0
19810510,0.0
19810511,0.0
19810512,0.0
19810513,0.0
19810514,0.0
19810515,0.0
19810516,3.3247831052817816
19810517,1.320813775900065
19810518,0.0
19810519,0.13300075040812914
19810520,9.392932278083546
19810521,53.77178984003299
19810522,43.460965700854935
19810523,0.0
19810524,0.0
19810525,0.0
19810526,0.0
19810527,0.0
19810528,0.012523306516817698
19810529,7.0987255631963
19810530,0.6786973591381283
19810531,12.068125886098827
19810601,2.498129364720145
19810602,0.2962916181546827
19810603,0.0
19810604,0.0
19810605,0.5890410519735573
19810606,2.1114029732960575
19810607,0.0
19810608,0.0
19810609,0.768904441319056
19810610,3.4661089744673275
19810611,0.10688558429338231
19810612,0.0
19810613,0.0
19810614,0.0483958839176598
19810615,0.07830924418624133
19810616,0.0
19810617,0.0
19810618,2.9892762717934
19810619,5.128905286285537
19810620,13.327455772427534
19810621,7.823096904180222
19810622,0.1138565279797764
19810623,0.0
19810624,0.16550396148013152
19810625,2.621754854772974
19810626,0.0
19810627,0.0
19810628,0.0
19810629,0.0
19810630,0.756149402616276
19810701,0.0
19810702,0.0
19810703,0.0
19810704,0.0
19810705,0.0
19810706,0.0
19810707,0.0
19810708,0.0
19810709,0.0
19810710,0.0
19810711,0.0
19810712,0.0
19810713,0.0
19810714,0.0
19810715,0.0
19810716,0.0
19810717,0.0
19810718,0.0
19810719,0.0
19810720,0.0
19810721,26.274474588119485
19810722,0.0
19810723,0.0
19810724,3.431552116891343
19810725,0.0
19810726,0.0
19810727,0.4783642778477045
19810728,10.691899337093467
19810729,0.0
19810730,0.0
19810731,0.0
19810801,0.0
19810802,0.0
19810803,0.0
19810804,2.36687868428265
19810805,0.0
19810806,0.0
19810807,0.014811127928570183
19810808,0.1371683001899035
19810809,0.354560515744427
19810810,0.0
19810811,0.0
19810812,0.0
19810813,0.0
19810814,0.10781443588953947
19810815,0.0
19810816,0.0
19810817,0.0
19810818,0.0
19810819,0.0
19810820,2.5573298993397913
19810821,0.632820964916799
19810822,0.0
19810823,0.0
19810824,3.7119525902312622
19810825,0.2578273796665153
19810826,0.4445930739328551
19810827,6.707888572655402
19810828,0.0
19810829,0.0
19810830,0.0
19810831,0.33562166169380836
19810901,0.0
19810902,0.0
19810903,0.0
19810904,0.05174113013066444
19810905,0.5063935754195658
19810906,0.0
19810907,0.0
19810908,0.0
19810909,0.0
19810910,0.0
19810911,0.0
19810912,0.03693950991444352
19810913,0.0
19810914,0.0
19810915,0.0
19810916,0.0
19810917,0.0
19810918,0.0
19810919,2.748073287710356
19810920,1.7009434975926212
19810921,0.0
19810922,0.0
19810923,2.4289784574909037
19810924,0.0
19810925,0.0
19810926,12.661189061433507
19810927,0.0
19810928,0.0
19810929,0.0
19810930,2.1453790611618473
19811001,2.609916114253697
19811002,0.0
19811003,2.8358010522568313
19811004,0.25535785312746817
19811005,0.0
19811006,0.0
19811007,0.0
19811008,0.0
19811009,0.0
19811010,0.0
19811011,5.139251954528205
19811012,18.263083700495304
19811013,0.0
19811014,0.0
19811015,16.937977254454363
19811016,0.0
19811017,0.0
19811018,0.3101756571648056
19811019,0.0
19811020,6.379162766040182
19811021,12.068946361769187
19811022,0.5367859265227692
19811023,0.0
19811024,0.0
19811025,0.0
19811026,0.0
19811027,0.0
19811028,0.0
19811029,0.0
19811030,0.0
19811031,11.59696279603839
19811101,44.263120060697
19811102,10.589004165953794
19811103,1.3540184156410553
19811104,0.010552808524089812
19811105,0.0
19811106,0.0
19811107,0.0
19811108,0.0
19811109,20.408036243289068
19811110,0.6212259482590414
19811111,0.0
19811112,0.0
19811113,7.28695670848075
19811114,0.0
19811115,0.0
19811116,0.7564549783146353
19811117,0.0
19811118,0.0
19811119,13.543207438965688
19811120,4.8941511799971815
19811121,2.463892143967283
19811122,11.484748819986203
19811123,0.0
19811124,0.0
19811125,1.2110950353294758
19811126,0.0
19811127,0.0
19811128,0.0
19811129,0.0
19811130,0.2214166170082893
19811201,0.0
19811202,0.4157855129117492
19811203,0.8890825778656436
19811204,0.0
19811205,0.0
19811206,0.0
19811207,0.0
19811208,0.0
